strain	date	country	state	division	host	lineage	authors	journal	title	url	latitude	longitude
KJ501133	2008-09-25	USA	CA	CA	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
KJ501134	2010-08-11	USA	CA	CA	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
KJ501135	2010-08-12	USA	CA	CA	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
KJ501136	2010-08-12	USA	CA	CA	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
KJ501137	2011-09-02	USA	CA	CA	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
KJ501138	2011-09-02	USA	CA	CA	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
KJ501139	2011-09-02	USA	CA	CA	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
KJ501140	2011-09-02	USA	CA	CA	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
KJ501141	2011-09-02	USA	CA	CA	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
KJ501142	2011-09-02	USA	CA	CA	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
KJ501143	2011-10-25	USA	CA	CA	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
KJ501144	2011-10-26	USA	CA	CA	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
KJ501146	2011-11-17	USA	CA	CA	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
KJ501147	2008-07-22	USA	CA	CA	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
KJ501148	2011-06-24	USA	CA	CA	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
KJ501149	2011-07-06	USA	CA	CA	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
KJ501150	2011-07-06	USA	CA	CA	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
KJ501168	2007-09-14	USA	CA	CA	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
KJ501170	2011-07-21	USA	CA	CA	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
KJ501178	2011-09-01	USA	CA	CA	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
KJ501186	2005-07-26	USA	CA	CA	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
KJ501195	2011-09-02	USA	CA	CA	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
KJ501201	2011-09-02	USA	CA	CA	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
KJ501206	2008-08-18	USA	CA	CA	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
KJ501207	2012-08-13	USA	CO	CO/Larimer	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
KJ501208	2012-07-10	USA	CO	CO/Larimer	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
KJ501211	2012-07-31	USA	CO	CO/Larimer	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
KJ501214	2012-08-07	USA	CO	CO/Larimer	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
KJ501215	2012-08-13	USA	CO	CO/Larimer	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
KJ501216	2012-08-15	USA	CO	CO/Larimer	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
KJ501217	2012-08-20	USA	CO	CO/Larimer	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
KJ501218	2012-08-22	USA	CO	CO/Larimer	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
KJ501219	2012-08-27	USA	CO	CO/Larimer	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
KJ501220	2012-08-28	USA	CO	CO/Larimer	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
KJ501222	2012-08-06	USA	CO	CO/Larimer	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
KJ501224	2012-08-13	USA	CO	CO/Larimer	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
KJ501225	2012-08-14	USA	CO	CO/Larimer	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
KJ501226	2012-08-21	USA	CO	CO/Larimer	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
KJ501228	2012-08-22	USA	CO	CO/Larimer	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
KJ501229	2012-08-23	USA	CO	CO/Larimer	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
KJ501230	2012-08-15	USA	CO	CO/Larimer	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
KJ501243	2001-09-19	USA	MO	MO	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
KJ501245	2001-09-25	USA	MO	MO	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
KJ501258	2007-12-14	USA	SD	SD	Bird-other	SW03	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
KJ501262	2010-07-22	USA	WA	WA	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
KJ501263	2002-08-02	USA	AR	AR	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
KJ501265	2002-08-22	USA	GA	GA	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
KJ501266	2002-08-27	USA	GA	GA	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
KJ501270	2002-09-16	USA	NJ	NJ	Bird-other	NY99	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
KJ501271	2003-09-16	USA	NJ	NJ	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
KJ501272	2003-10-10	USA	NC	NC	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
KJ501273	2003-08-14	USA	NC	NC	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
KJ501278	2001-10-24	USA	PA	PA	Bird-crow	NY99	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
KJ501279	2002-08-21	USA	PA	PA	Bird-other	NY99	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
KJ501280	2003-09-11	USA	PA	PA	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
KJ501281	2002-08-08	USA	TN	TN	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
KJ501284	2002-07-11	USA	WI	WI	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
KJ501285	2002-09-04	USA	WI	WI	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
KJ501287	2002-08-30	USA	AL	AL	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
KJ501290	2002-08-08	USA	DC	DC/District_of_Columbia	Bird-crow	NY99	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
KJ501291	2002-08-08	USA	DC	DC/District_of_Columbia	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
KJ501292	2001-10-19	USA	IL	IL	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
KJ501294	2003-08-28	USA	MD	MD	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
KJ501295	2002-08-13	USA	MO	MO	Bird-other	SW03	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
KJ501296	2002-09-13	USA	MT	MT	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
KJ501298	2002-08-06	USA	NC	NC	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
KJ501299	2002-08-13	USA	DC	DC/District_of_Columbia	Bird-crow	NY99	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
KJ501300	2002-08-20	USA	KS	KS	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
KJ501301	2002-08-22	USA	KS	KS	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
KJ501302	2002-08-27	USA	KY	KY	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
KJ501303	2002-08-23	USA	KY	KY	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
KJ501304	2002-07-31	USA	MD	MD	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
KJ501305	2003-09-01	USA	MD	MD	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
KJ501309	2002-08-13	USA	MS	MS	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
KJ501310	2002-08-13	USA	MS	MS	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
KJ501311	2002-08-13	USA	MS	MS	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
KJ501312	2003-09-08	USA	VA	VA	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
KJ501313	2003-07-29	USA	DC	DC/District_of_Columbia	Bird-other	NY99	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
KJ501314	2003-09-01	USA	DC	DC/District_of_Columbia	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
KJ501315	2002-08-23	USA	KS	KS	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
KJ501317	2001-10-04	USA	MD	MD	Bird-crow	NY99	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
KJ501318	2002-08-08	USA	MD	MD	Bird-crow	NY99	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
KJ501319	2002-08-22	USA	MD	MD	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
KJ501320	2003-09-11	USA	MD	MD	Bird-crow	NY99	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
KJ501321	2002-09-04	USA	MI	MI	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
KJ501328	2002-08-06	USA	NC	NC	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
KJ501332	2001-09-13	USA	VA	VA	Bird-crow	NY99	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
KJ501333	2002-08-13	USA	VA	VA	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
