strain	date	country	state	division	host	lineage	authors	journal	title	url	latitude	longitude
KX547189	2002-08-09	USA	NY	NY/Broome	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	42.1599	-75.819
KX547188	2003-08-15	USA	NY	NY/Broome	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	42.1599	-75.819
KX547187	2008-08-28	USA	NY	NY/Albany	Bird-crow	SW03	Unknown	Unknown	Unknown	Unknown	42.6002	-73.973
KX547186	2008-07-08	USA	NY	NY/Nassau	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	40.7511	-73.5905
KX547185	2012-09-06	USA	NY	NY/Erie	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	42.7548	-78.7239
KX547184	2013-08-28	USA	NY	NY/Onondaga	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	43.007	-76.1945
KX547183	2008-07-22	USA	NY	NY/Westchester	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	41.1646	-73.7479
KX547182	2002-09-11	USA	NY	NY/Orange	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	41.402	-74.3058
KX547181	2003-09-24	USA	NY	NY/Ulster	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	41.8882	-74.2587
KX547180	2006-09-07	USA	NY	NY/Oswego	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	43.4269	-76.1421
KX547179	2002-08-08	USA	NY	NY/Richmond	Bird-crow	NY99	Unknown	Unknown	Unknown	Unknown	40.5807	-74.1533
KX547178	2003-08-13	USA	NY	NY/Suffolk	Mosquito-Culiseta	WN02	Unknown	Unknown	Unknown	Unknown	40.8745	-72.8702
KX547177	2012-07-06	USA	NY	NY/Rockland	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	41.1522	-74.0234
KX547176	2003-08-12	USA	NY	NY/Westchester	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	41.1623	-73.757
KX547175	2008-07-10	USA	NY	NY/Suffolk	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	40.8745	-72.8702
KX547174	2013-07-16	USA	NY	NY/Westchester	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	41.1623	-73.757
KX547173	2005-08-31	USA	NY	NY/Orleans	Bird-crow	SW03	Unknown	Unknown	Unknown	Unknown	43.2529	-78.2322
KX547172	2009-09-02	USA	NY	NY/Greene	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	42.2774	-74.1218
KX547171	2011-08-03	USA	NY	NY/Oneida	Mosquito-Culiseta	WN02	Unknown	Unknown	Unknown	Unknown	43.2417	-75.4362
KX547170	2003-09-23	USA	NY	NY/Onondaga	Mosquito-Culiseta	WN02	Unknown	Unknown	Unknown	Unknown	43.007	-76.1945
KX547169	2015-09-02	USA	NY	NY/Oswego	Mosquito-Culiseta	WN02	Unknown	Unknown	Unknown	Unknown	43.4269	-76.1421
KX547168	2012-09-27	USA	NY	NY/Albany	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	42.6002	-73.973
KX547167	2013-09-04	USA	NY	NY/Onondaga	Mosquito-Culiseta	WN02	Unknown	Unknown	Unknown	Unknown	43.007	-76.1945
KX547166	2003-10-28	USA	NY	NY/Greene	Horse	WN02	Unknown	Unknown	Unknown	Unknown	42.2774	-74.1218
KX547165	2005-09-10	USA	NY	NY/Broome	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	42.1599	-75.819
KX547164	2006-09-08	USA	NY	NY/Nassau	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	40.7511	-73.5905
KR868734	2012-08-22	USA	CO	CO/Larimer	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	40.5592	-105.0781
KJ786936	2012-08-17	USA	TX	TX/Harris	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	29.7925	-95.8825
KJ786935	2012-08-22	USA	TX	TX/Harris	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	29.7628	-95.3831
KF704158	2010-08-09	USA	AZ	AZ/Maricopa	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	33.35	-111.7892
KF704153	2010-08-06	USA	AZ	AZ/Maricopa	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	33.35	-111.7892
KF704147	2010-08-01	USA	AZ	AZ/Maricopa	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	33.5386	-112.1864
KC333387	2012-07-18	USA	TX	TX/Harris	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	29.8591	-95.3983
KC333386	2012-07-18	USA	TX	TX/Harris	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	29.8591	-95.3983
KC333385	2012-07-11	USA	TX	TX/Harris	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	29.8591	-95.3983
KC333384	2012-07-11	USA	TX	TX/Harris	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	29.8591	-95.3983
KC333383	2012-07-06	USA	TX	TX/Harris	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	29.7628	-95.3831
KC333382	2012-07-06	USA	TX	TX/Harris	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	29.7628	-95.3831
KC333381	2012-07-04	USA	TX	TX/Harris	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	29.7628	-95.3831
KC333380	2012-06-29	USA	TX	TX/Harris	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	29.7925	-95.8825
KC333379	2012-06-28	USA	TX	TX/Harris	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	29.7628	-95.3831
KC333378	2012-06-28	USA	TX	TX/Harris	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	29.6761	-95.1739
KC333377	2012-06-14	USA	TX	TX/Harris	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	29.7925	-95.8825
KC333376	2012-06-14	USA	TX	TX/Harris	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	29.7925	-95.8825
KC333375	2012-08-04	USA	TX	TX/Harris	Bird-other	SW03	Unknown	Unknown	Unknown	Unknown	29.8591	-95.3983
KC333374	2011-08-26	USA	TX	TX/Harris	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	29.8591	-95.3983
KC711059	2012-10-09	USA	TX	TX/Collin	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	33.1483	-96.6197
KC711058	2012-06-05	USA	TX	TX/Collin	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	33.0167	-96.6833
KC711057	2012-05-30	USA	TX	TX/Denton	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	33.2164	-97.1292
KC736502	2012-07-03	USA	TX	TX/Dallas	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	32.9126	-96.6389
KC736501	2012-08-29	USA	TX	TX/Dallas	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	32.9126	-96.6389
KC736500	2012-08-28	USA	TX	TX/Dallas	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	32.9126	-96.6389
KC736499	2012-08-21	USA	TX	TX/Montogmery	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	30.1775	-95.5039
KC736498	2012-08-21	USA	TX	TX/Montogmery	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	30.1775	-95.5039
KC736497	2012-08-20	USA	TX	TX/Montogmery	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	30.1775	-95.5039
KC736496	2012-08-15	USA	TX	TX/Montogmery	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	30.1775	-95.5039
KC736495	2012-08-16	USA	TX	TX/Dallas	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	32.7758	-96.7967
KC736494	2012-08-14	USA	TX	TX/Montogmery	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	30.1775	-95.5039
KC736493	2012-07-03	USA	TX	TX/Dallas	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	32.7758	-96.7967
KC736492	2012-07-03	USA	TX	TX/Dallas	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	32.7758	-96.7967
KC736491	2012-07-03	USA	TX	TX/Dallas	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	32.7153	-97.0169
KC736490	2012-07-02	USA	TX	TX/Montogmery	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	30.1775	-95.5039
KC736489	2012-07-02	USA	TX	TX/Montogmery	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	30.1775	-95.5039
KC736488	2012-07-02	USA	TX	TX/Montogmery	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	30.1775	-95.5039
KC736487	2012-07-02	USA	TX	TX/Montogmery	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	30.1775	-95.5039
KC736486	2012-07-02	USA	TX	TX/Montogmery	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	30.1775	-95.5039
JX015523	2010-08-31	USA	TX	TX/El_Paso	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	31.7688	-106.2362
JX015522	2010-08-17	USA	TX	TX/El_Paso	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	31.7688	-106.2362
JX015521	2009-09-01	USA	TX	TX/El_Paso	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	31.7688	-106.2362
JX015519	2009-07-28	USA	TX	TX/El_Paso	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	31.7688	-106.2362
JX015517	2008-08-26	USA	TX	TX/El_Paso	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	31.7688	-106.2362
JX015516	2007-08-14	USA	TX	TX/El_Paso	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	31.7688	-106.2362
JX015515	2005-06-28	USA	TX	TX/El_Paso	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	31.7688	-106.2362
GQ507484	2007-08-16	USA	CA	CA/Los_Angeles	Human	SW03	Unknown	Unknown	Unknown	Unknown	34.2368	-118.5185
GQ507483	2007-08-02	USA	CA	CA/Los_Angeles	Human	WN02	Unknown	Unknown	Unknown	Unknown	34.0976	-117.9068
GQ507482	2006-09-03	USA	AZ	AZ/Pima	Human	SW03	Unknown	Unknown	Unknown	Unknown	32.2436	-110.9238
GQ507481	2006-08-22	USA	NE	NE/Douglas	Human	WN02	Unknown	Unknown	Unknown	Unknown	41.2628	-96.1193
GQ507480	2005-10-04	USA	CA	CA/Los_Angeles	Human	SW03	Unknown	Unknown	Unknown	Unknown	33.949	-118.202
GQ507479	2005-09-09	USA	AZ	AZ/Pima	Human	SW03	Unknown	Unknown	Unknown	Unknown	32.312	-111.2105
GQ507478	2005-08-26	USA	CA	CA/Los_Angeles	Human	WN02	Unknown	Unknown	Unknown	Unknown	33.8404	-118.0797
GQ507477	2005-08-01	USA	CA	CA/Los_Angeles	Human	WN02	Unknown	Unknown	Unknown	Unknown	33.8491	-118.1468
GQ507476	2005-07-27	USA	CA	CA/San_Bernardino	Human	WN02	Unknown	Unknown	Unknown	Unknown	33.9508	-117.7322
GQ507475	2005-06-27	USA	CA	CA/San_Bernardino	Human	WN02	Unknown	Unknown	Unknown	Unknown	34.036	-117.0172
GQ507474	2004-08-27	USA	CA	CA/San_Bernardino	Human	WN02	Unknown	Unknown	Unknown	Unknown	34.1353	-117.1532
GQ507473	2004-07-24	USA	CA	CA/Los_Angeles	Human	WN02	Unknown	Unknown	Unknown	Unknown	34.2243	-118.4446
GQ507472	2003-07-14	USA	CA	CA/Orange	Human	WN02	Unknown	Unknown	Unknown	Unknown	33.8143	-117.8277
GQ507471	2007-06-23	USA	TX	TX/El_Paso	Human	SW03	Unknown	Unknown	Unknown	Unknown	31.8385	-106.5311
GQ507470	2006-08-30	USA	TX	TX/El_Paso	Human	SW03	Unknown	Unknown	Unknown	Unknown	31.784	-106.4972
GQ507469	2005-09-01	USA	NM	NM/Dona_Ana	Human	SW03	Unknown	Unknown	Unknown	Unknown	32.2825	-106.737
GQ507468	2005-08-03	USA	TX	TX/El_Paso	Human	SW03	Unknown	Unknown	Unknown	Unknown	31.8156	-106.561
HM488176	2003-08-20	USA	CT	CT/New_Haven	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	41.2739	-72.9678
HM488175	2003-08-19	USA	CT	CT/Hartford	Mosquito-Culex	NY99	Unknown	Unknown	Unknown	Unknown	41.6869	-72.5447
HM488174	2003-08-12	USA	CT	CT/New_Haven	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	41.2739	-72.9678
HM488173	2003-08-12	USA	CT	CT/New_Haven	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	41.411	-72.9322
HM488172	2003-08-11	USA	CT	CT/Fairfield	Mosquito-other	WN02	Unknown	Unknown	Unknown	Unknown	41.1758	-73.2719
HM488171	2003-07-08	USA	CT	CT/Fairfield	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	41.3044	-73.3928
HM488170	2008-09-16	USA	CT	CT/Fairfield	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	41.2044	-73.1297
HM488169	2008-09-16	USA	CT	CT/Fairfield	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	41.2044	-73.1297
HM488168	2008-09-10	USA	CT	CT/Fairfield	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	41.2044	-73.1297
HM488167	2008-09-10	USA	CT	CT/Fairfield	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	41.2044	-73.1297
HM488166	2008-09-10	USA	CT	CT/Fairfield	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	41.2044	-73.1297
HM488165	2007-08-30	USA	CT	CT/Fairfield	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	41.2044	-73.1297
HM488164	2007-08-30	USA	CT	CT/Fairfield	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	41.2044	-73.1297
HM488163	2007-08-29	USA	CT	CT/Fairfield	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	41.2044	-73.1297
HM488162	2007-09-04	USA	CT	CT/Fairfield	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	41.2044	-73.1297
HM488161	2007-08-22	USA	CT	CT/Fairfield	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	41.2044	-73.1297
HM488160	2006-09-25	USA	CT	CT/Fairfield	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	41.2044	-73.1297
HM488159	2006-08-14	USA	CT	CT/Fairfield	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	41.2044	-73.1297
HM488158	2006-07-31	USA	CT	CT/Fairfield	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	41.2044	-73.1297
HM488157	2006-09-18	USA	CT	CT/Fairfield	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	41.2044	-73.1297
HM488156	2006-09-13	USA	CT	CT/Fairfield	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	41.2044	-73.1297
HM488155	2006-08-31	USA	CT	CT/Fairfield	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	41.2044	-73.1297
HM488154	2005-08-16	USA	CT	CT/Fairfield	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	41.2044	-73.1297
HM488153	2005-08-16	USA	CT	CT/Fairfield	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	41.2044	-73.1297
HM488152	2005-08-16	USA	CT	CT/Fairfield	Mosquito-Aedes	WN02	Unknown	Unknown	Unknown	Unknown	41.2044	-73.1297
HM488151	2005-09-06	USA	CT	CT/Fairfield	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	41.2044	-73.1297
HM488150	2005-09-06	USA	CT	CT/Fairfield	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	41.2044	-73.1297
HM488149	2005-08-01	USA	CT	CT/Fairfield	Mosquito-other	WN02	Unknown	Unknown	Unknown	Unknown	41.2044	-73.1297
HM488148	2004-10-04	USA	CT	CT/Fairfield	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	41.2044	-73.1297
HM488147	2004-09-13	USA	CT	CT/Fairfield	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	41.2044	-73.1297
HM488146	2004-08-30	USA	CT	CT/Fairfield	Mosquito-other	WN02	Unknown	Unknown	Unknown	Unknown	41.2044	-73.1297
HM488145	2004-08-30	USA	CT	CT/Fairfield	Mosquito-Aedes	WN02	Unknown	Unknown	Unknown	Unknown	41.2044	-73.1297
HM488144	2004-08-17	USA	CT	CT/Fairfield	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	41.2044	-73.1297
HM488143	2004-08-09	USA	CT	CT/Fairfield	Mosquito-Aedes	WN02	Unknown	Unknown	Unknown	Unknown	41.2044	-73.1297
HM488142	2004-07-12	USA	CT	CT/Fairfield	Mosquito-other	WN02	Unknown	Unknown	Unknown	Unknown	41.2044	-73.1297
HM488141	2003-09-16	USA	CT	CT/Fairfield	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	41.2044	-73.1297
HM488140	2003-08-12	USA	CT	CT/Fairfield	Mosquito-Aedes	WN02	Unknown	Unknown	Unknown	Unknown	41.2044	-73.1297
HM488139	2003-10-07	USA	CT	CT/Fairfield	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	41.2044	-73.1297
HM488138	2003-08-18	USA	CT	CT/Fairfield	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	41.2044	-73.1297
HM488137	2002-08-20	USA	CT	CT/Fairfield	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	41.2044	-73.1297
HM488136	2001-09-07	USA	CT	CT/Fairfield	Mosquito-Culex	NY99	Unknown	Unknown	Unknown	Unknown	41.2044	-73.1297
HM488135	2001-09-06	USA	CT	CT/Fairfield	Mosquito-other	NY99	Unknown	Unknown	Unknown	Unknown	41.2044	-73.1297
HM488134	2001-09-06	USA	CT	CT/Fairfield	Mosquito-other	NY99	Unknown	Unknown	Unknown	Unknown	41.2044	-73.1297
HM488133	2001-07-16	USA	CT	CT/Fairfield	Mosquito-Culex	NY99	Unknown	Unknown	Unknown	Unknown	41.2044	-73.1297
HM488132	2000-09-20	USA	CT	CT/Fairfield	Mosquito-Culiseta	NY99	Unknown	Unknown	Unknown	Unknown	41.3042	-73.1381
HM488131	2000-09-21	USA	CT	CT/New_Haven	Mosquito-Culex	NY99	Unknown	Unknown	Unknown	Unknown	41.2242	-73.0597
HM488130	2000-09-18	USA	CT	CT/New_Haven	Mosquito-Culex	NY99	Unknown	Unknown	Unknown	Unknown	41.2242	-73.0597
HM488129	2000-09-21	USA	CT	CT/New_Haven	Mosquito-Culex	NY99	Unknown	Unknown	Unknown	Unknown	41.2242	-73.0597
HM488128	1999-09-27	USA	CT	CT/Fairfield	Bird-crow	NY99	Unknown	Unknown	Unknown	Unknown	41.2044	-73.1297
HM488127	1999-09-24	USA	CT	CT/Fairfield	Bird-crow	NY99	Unknown	Unknown	Unknown	Unknown	41.2044	-73.1297
HM488126	1999-09-25	USA	CT	CT/Fairfield	Bird-crow	NY99	Unknown	Unknown	Unknown	Unknown	41.2044	-73.1297
HM488125	1999-09-29	USA	CT	CT/Fairfield	Bird-crow	NY99	Unknown	Unknown	Unknown	Unknown	41.2044	-73.1297
HM488121	2005-09-25	USA	CT	CT/Fairfield	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	41.2044	-73.1297
HM488120	2005-09-06	USA	CT	CT/Fairfield	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	41.2044	-73.1297
HM488119	2005-09-06	USA	CT	CT/Fairfield	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	41.2044	-73.1297
HM488118	2005-08-29	USA	CT	CT/Fairfield	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	41.2044	-73.1297
HM488117	2005-08-22	USA	CT	CT/Fairfield	Mosquito-other	WN02	Unknown	Unknown	Unknown	Unknown	41.2044	-73.1297
HM488116	2005-08-22	USA	CT	CT/Fairfield	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	41.2044	-73.1297
HM488115	2005-08-22	USA	CT	CT/Fairfield	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	41.2044	-73.1297
HM488114	2002-10-01	USA	CT	CT/Fairfield	Mosquito-Aedes	WN02	Unknown	Unknown	Unknown	Unknown	41.2044	-73.1297
HM756659	2003-10-08	USA	CT	CT/Middlesex	Mosquito-Culiseta	WN02	Unknown	Unknown	Unknown	Unknown	41.3	-72.4667
HM756658	2003-10-07	USA	CT	CT/New_London	Mosquito-Culiseta	WN02	Unknown	Unknown	Unknown	Unknown	41.365	-71.9067
HM756657	2003-10-01	USA	CT	CT/Fairfield	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	41.1864	-73.1956
HM756656	2003-09-17	USA	CT	CT/New_London	Mosquito-Culiseta	WN02	Unknown	Unknown	Unknown	Unknown	41.4397	-72.015
HM756654	2003-09-09	USA	CT	CT/Fairfield	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	41.0389	-73.6136
HM756653	2003-08-26	USA	CT	CT/Middlesex	Mosquito-Culex	NY99	Unknown	Unknown	Unknown	Unknown	41.3806	-72.5764
HM756652	2003-08-26	USA	CT	CT/Middlesex	Mosquito-Aedes	WN02	Unknown	Unknown	Unknown	Unknown	41.3806	-72.5764
HM756651	2003-08-25	USA	CT	CT/Fairfield	Mosquito-other	WN02	Unknown	Unknown	Unknown	Unknown	41.0939	-73.4197
HM756650	2003-08-21	USA	CT	CT/New_Haven	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	41.31	-72.9236
HM756649	2006-09-05	USA	CT	CT/Fairfield	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	41.2044	-73.1297
HM756648	2002-09-24	USA	CT	CT/Fairfield	Mosquito-other	WN02	Unknown	Unknown	Unknown	Unknown	41.2044	-73.1297
HM488236	2003-10-15	USA	CT	CT/Middlesex	Mosquito-Culiseta	NY99	Unknown	Unknown	Unknown	Unknown	41.3806	-72.5764
HM488235	2003-09-24	USA	CT	CT/Fairfield	Mosquito-Culiseta	WN02	Unknown	Unknown	Unknown	Unknown	41.0511	-73.4792
HM488234	2003-09-17	USA	CT	CT/New_Haven	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	41.5367	-72.7947
HM488233	2003-09-17	USA	CT	CT/New_Haven	Mosquito-Aedes	WN02	Unknown	Unknown	Unknown	Unknown	41.5367	-72.7947
HM488232	2003-09-17	USA	CT	CT/Middlesex	Mosquito-Culiseta	WN02	Unknown	Unknown	Unknown	Unknown	41.4022	-72.4825
HM488231	2003-09-17	USA	CT	CT/Middlesex	Mosquito-Culiseta	WN02	Unknown	Unknown	Unknown	Unknown	41.4022	-72.4825
HM488230	2003-09-16	USA	CT	CT/Windham	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	41.7	-71.9
HM488229	2003-09-15	USA	CT	CT/New_Haven	Mosquito-other	WN02	Unknown	Unknown	Unknown	Unknown	41.31	-72.9236
HM488228	2003-09-15	USA	CT	CT/New_Haven	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	41.31	-72.9236
HM488227	2003-09-15	USA	CT	CT/New_Haven	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	41.31	-72.9236
HM488226	2003-09-15	USA	CT	CT/New_Haven	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	41.31	-72.9236
HM488225	2003-09-15	USA	CT	CT/New_Haven	Mosquito-Aedes	WN02	Unknown	Unknown	Unknown	Unknown	41.31	-72.9236
HM488224	2003-09-11	USA	CT	CT/Fairfield	Mosquito-Culiseta	WN02	Unknown	Unknown	Unknown	Unknown	41.1758	-73.2719
HM488223	2003-09-11	USA	CT	CT/Fairfield	Mosquito-Culiseta	WN02	Unknown	Unknown	Unknown	Unknown	41.1758	-73.2719
HM488222	2003-09-09	USA	CT	CT/New_London	Mosquito-Culiseta	WN02	Unknown	Unknown	Unknown	Unknown	41.365	-71.9067
HM488221	2003-09-03	USA	CT	CT/New_London	Mosquito-Culiseta	WN02	Unknown	Unknown	Unknown	Unknown	41.4397	-72.015
HM488220	2003-08-25	USA	CT	CT/New_Haven	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	41.2739	-72.9678
HM488219	2003-08-25	USA	CT	CT/Hartford	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	41.605	-72.8792
HM488218	2003-08-25	USA	CT	CT/Fairfield	Mosquito-Culex	NY99	Unknown	Unknown	Unknown	Unknown	41.4022	-73.4711
HM488217	2003-08-21	USA	CT	CT/New_Haven	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	41.31	-72.9236
HM488216	2003-08-20	USA	CT	CT/Windham	Mosquito-Culiseta	WN02	Unknown	Unknown	Unknown	Unknown	41.5833	-71.8333
HM488215	2003-08-20	USA	CT	CT/Fairfield	Mosquito-Culiseta	WN02	Unknown	Unknown	Unknown	Unknown	41.1758	-73.2719
HM488214	2003-08-20	USA	CT	CT/Fairfield	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	41.1758	-73.2719
HM488213	2003-08-20	USA	CT	CT/Fairfield	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	41.0511	-73.4792
HM488212	2003-08-19	USA	CT	CT/New_Haven	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	41.31	-72.9236
HM488210	2003-08-18	USA	CT	CT/New_Haven	Mosquito-Culiseta	WN02	Unknown	Unknown	Unknown	Unknown	41.4256	-72.9925
HM488209	2003-08-14	USA	CT	CT/Fairfield	Mosquito-other	WN02	Unknown	Unknown	Unknown	Unknown	41.3361	-73.2258
HM488208	2002-08-19	USA	CT	CT/Fairfield	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	41.2044	-73.1297
JF703164	2003-08-01	USA	CA	CA/Imperial	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	32.7475	-114.9633
JF703163	2005-11-08	USA	CA	CA/Riverside	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	33.7455	-115.9928
JF703162	2003-07-15	USA	CA	CA/Imperial	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	32.7475	-114.9633
JF703161	2004-07-02	USA	CA	CA/Imperial	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	32.7475	-114.9633
JF415930	2006-08-01	USA	TX	TX/Harris	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	29.8591	-95.3983
JF415929	2005-08-01	USA	TX	TX/Harris	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	29.8591	-95.3983
JF415928	2009-08-01	USA	TX	TX/Harris	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	29.8591	-95.3983
JF415927	2009-08-01	USA	TX	TX/Harris	Mosquito-Aedes	WN02	Unknown	Unknown	Unknown	Unknown	29.8591	-95.3983
JF415926	2009-08-01	USA	TX	TX/Harris	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	29.8591	-95.3983
