strain	date	country	state	division	host	lineage	authors	journal	title	url	latitude	longitude
JF415916	2006-08-01	USA	TX	TX/Harris	Bird-other	WN02	McMullen et al	Emerging Infect. Dis. 17 (5), 785-793 (2011)	Evolution of new genotype of West Nile virus in North America	https://www.ncbi.nlm.nih.gov/pubmed/21529385	29.8591	-95.3983
JF415915	2006-08-01	USA	TX	TX/Harris	Bird-other	WN02	McMullen et al	Emerging Infect. Dis. 17 (5), 785-793 (2011)	Evolution of new genotype of West Nile virus in North America	https://www.ncbi.nlm.nih.gov/pubmed/21529385	29.8591	-95.3983
JF415914	2005-08-01	USA	TX	TX/Harris	Mosquito-Culex	SW03	McMullen et al	Emerging Infect. Dis. 17 (5), 785-793 (2011)	Evolution of new genotype of West Nile virus in North America	https://www.ncbi.nlm.nih.gov/pubmed/21529385	29.8591	-95.3983
GU828004	2003-08-01	USA	TX	TX/Montgomery	Bird-other	WN02	May et al	Virology 405 (1), 8-14 (2010)	Multiple pathways to the attenuation of West Nile virus in South-East Texas in 2003	https://www.ncbi.nlm.nih.gov/pubmed/20580395	30.3011	-95.5054
GU828003	2003-08-01	USA	TX	TX/Jefferson	Bird-other	WN02	May et al	Virology 405 (1), 8-14 (2010)	Multiple pathways to the attenuation of West Nile virus in South-East Texas in 2003	https://www.ncbi.nlm.nih.gov/pubmed/20580395	29.8837	-94.1634
GU828002	2003-08-01	USA	TX	TX/Harris	Mosquito-Culex	WN02	May et al	Virology 405 (1), 8-14 (2010)	Multiple pathways to the attenuation of West Nile virus in South-East Texas in 2003	https://www.ncbi.nlm.nih.gov/pubmed/20580395	29.8591	-95.3983
GU828001	2003-08-01	USA	TX	TX/Harris	Mosquito-Culex	WN02	May et al	Virology 405 (1), 8-14 (2010)	Multiple pathways to the attenuation of West Nile virus in South-East Texas in 2003	https://www.ncbi.nlm.nih.gov/pubmed/20580395	29.8591	-95.3983
GU828000	2003-08-01	USA	TX	TX/Harris	Bird-other	WN02	May et al	Virology 405 (1), 8-14 (2010)	Multiple pathways to the attenuation of West Nile virus in South-East Texas in 2003	https://www.ncbi.nlm.nih.gov/pubmed/20580395	29.8591	-95.3983
GU827999	2003-08-01	USA	TX	TX/Montgomery	Bird-other	WN02	May et al	Virology 405 (1), 8-14 (2010)	Multiple pathways to the attenuation of West Nile virus in South-East Texas in 2003	https://www.ncbi.nlm.nih.gov/pubmed/20580395	30.3011	-95.5054
GU827998	2002-08-01	USA	TX	TX/Harris	Bird-other	WN02	May et al	Virology 405 (1), 8-14 (2010)	Multiple pathways to the attenuation of West Nile virus in South-East Texas in 2003	https://www.ncbi.nlm.nih.gov/pubmed/20580395	29.8591	-95.3983
DQ431712	2004-08-01	USA	AZ	AZ/Maricopa	Human	SW03	Herring et al	Virology 363 (1), 220-228 (2007)	Phylogenetic analysis of WNV in North American blood donors during the 2003-2004 epidemic seasons	https://www.ncbi.nlm.nih.gov/pubmed/17321561	33.4052	-111.9254
DQ431711	2004-08-01	USA	AZ	AZ/Maricopa	Human	SW03	Herring et al	Virology 363 (1), 220-228 (2007)	Phylogenetic analysis of WNV in North American blood donors during the 2003-2004 epidemic seasons	https://www.ncbi.nlm.nih.gov/pubmed/17321561	33.4052	-111.9254
DQ431710	2004-07-31	USA	CA	CA/Los_Angeles	Human	WN02	Herring et al	Virology 363 (1), 220-228 (2007)	Phylogenetic analysis of WNV in North American blood donors during the 2003-2004 epidemic seasons	https://www.ncbi.nlm.nih.gov/pubmed/17321561	33.9421	-117.9517
DQ431709	2004-07-16	USA	CA	CA/Los_Angeles	Human	WN02	Herring et al	Virology 363 (1), 220-228 (2007)	Phylogenetic analysis of WNV in North American blood donors during the 2003-2004 epidemic seasons	https://www.ncbi.nlm.nih.gov/pubmed/17321561	34.0578	-117.6703
DQ431708	2004-07-16	USA	CA	CA/San_Diego	Human	WN02	Herring et al	Virology 363 (1), 220-228 (2007)	Phylogenetic analysis of WNV in North American blood donors during the 2003-2004 epidemic seasons	https://www.ncbi.nlm.nih.gov/pubmed/17321561	32.7253	-117.1721
DQ431707	2004-08-01	USA	NM	NM/Bernalillo	Human	SW03	Herring et al	Virology 363 (1), 220-228 (2007)	Phylogenetic analysis of WNV in North American blood donors during the 2003-2004 epidemic seasons	https://www.ncbi.nlm.nih.gov/pubmed/17321561	35.1995	-106.6442
DQ431706	2004-08-01	USA	NM	NM/Bernalillo	Human	SW03	Herring et al	Virology 363 (1), 220-228 (2007)	Phylogenetic analysis of WNV in North American blood donors during the 2003-2004 epidemic seasons	https://www.ncbi.nlm.nih.gov/pubmed/17321561	35.1995	-106.6442
DQ431705	2004-08-01	USA	ND	ND/Burleigh	Human	WN02	Herring et al	Virology 363 (1), 220-228 (2007)	Phylogenetic analysis of WNV in North American blood donors during the 2003-2004 epidemic seasons	https://www.ncbi.nlm.nih.gov/pubmed/17321561	44.0731	-103.2051
DQ431704	2004-08-01	USA	CO	CO/Mesa	Human	SW03	Herring et al	Virology 363 (1), 220-228 (2007)	Phylogenetic analysis of WNV in North American blood donors during the 2003-2004 epidemic seasons	https://www.ncbi.nlm.nih.gov/pubmed/17321561	39.0723	-108.5429
DQ431703	2004-08-01	USA	CO	CO/Mesa	Human	WN02	Herring et al	Virology 363 (1), 220-228 (2007)	Phylogenetic analysis of WNV in North American blood donors during the 2003-2004 epidemic seasons	https://www.ncbi.nlm.nih.gov/pubmed/17321561	39.0723	-108.5429
DQ431702	2004-08-01	USA	CO	CO/Mesa	Human	SW03	Herring et al	Virology 363 (1), 220-228 (2007)	Phylogenetic analysis of WNV in North American blood donors during the 2003-2004 epidemic seasons	https://www.ncbi.nlm.nih.gov/pubmed/17321561	39.0723	-108.5429
DQ431701	2004-08-01	USA	CO	CO/Mesa	Human	WN02	Herring et al	Virology 363 (1), 220-228 (2007)	Phylogenetic analysis of WNV in North American blood donors during the 2003-2004 epidemic seasons	https://www.ncbi.nlm.nih.gov/pubmed/17321561	39.0723	-108.5429
DQ431700	2004-08-01	USA	CA	CA/San_Fransisco	Human	WN02	Herring et al	Virology 363 (1), 220-228 (2007)	Phylogenetic analysis of WNV in North American blood donors during the 2003-2004 epidemic seasons	https://www.ncbi.nlm.nih.gov/pubmed/17321561	37.7817	-122.4615
DQ431699	2003-08-01	USA	FL	FL/Hillsborough	Human	WN02	Herring et al	Virology 363 (1), 220-228 (2007)	Phylogenetic analysis of WNV in North American blood donors during the 2003-2004 epidemic seasons	https://www.ncbi.nlm.nih.gov/pubmed/17321561	27.9826	-82.3401
DQ431698	2003-08-01	USA	FL	FL/Hillsborough	Human	WN02	Herring et al	Virology 363 (1), 220-228 (2007)	Phylogenetic analysis of WNV in North American blood donors during the 2003-2004 epidemic seasons	https://www.ncbi.nlm.nih.gov/pubmed/17321561	27.9826	-82.3401
DQ431697	2003-08-01	USA	FL	FL/Hillsborough	Human	NY99	Herring et al	Virology 363 (1), 220-228 (2007)	Phylogenetic analysis of WNV in North American blood donors during the 2003-2004 epidemic seasons	https://www.ncbi.nlm.nih.gov/pubmed/17321561	27.9826	-82.3401
DQ431696	2003-08-01	USA	WI	WI/Milwaukee	Human	WN02	Herring et al	Virology 363 (1), 220-228 (2007)	Phylogenetic analysis of WNV in North American blood donors during the 2003-2004 epidemic seasons	https://www.ncbi.nlm.nih.gov/pubmed/17321561	43.0386	-87.9067
DQ431695	2003-08-01	USA	IL	IL/Cook	Human	WN02	Herring et al	Virology 363 (1), 220-228 (2007)	Phylogenetic analysis of WNV in North American blood donors during the 2003-2004 epidemic seasons	https://www.ncbi.nlm.nih.gov/pubmed/17321561	42.0783	-87.8242
DQ431694	2003-08-01	USA	TX	TX/Potter	Human	WN02	Herring et al	Virology 363 (1), 220-228 (2007)	Phylogenetic analysis of WNV in North American blood donors during the 2003-2004 epidemic seasons	https://www.ncbi.nlm.nih.gov/pubmed/17321561	34.6538	-102.7472
DQ431693	2003-08-01	USA	TX	TX/Potter	Human	WN02	Herring et al	Virology 363 (1), 220-228 (2007)	Phylogenetic analysis of WNV in North American blood donors during the 2003-2004 epidemic seasons	https://www.ncbi.nlm.nih.gov/pubmed/17321561	35.0767	-102.0462
DQ164206	2004-08-01	USA	TX	TX/Harris	Bird-other	WN02	Davis et al	Virology 342 (2), 252-265 (2005)	Phylogenetic analysis of North American West Nile virus isolates, 2001-2004: evidence for the emergence of a dominant genotype	https://www.ncbi.nlm.nih.gov/pubmed/16137736	29.7731	-95.3138
DQ164205	2002-08-01	USA	TX	TX/Concho	Human	WN02	Davis et al	Virology 342 (2), 252-265 (2005)	Phylogenetic analysis of North American West Nile virus isolates, 2001-2004: evidence for the emergence of a dominant genotype	https://www.ncbi.nlm.nih.gov/pubmed/16137736	31.1697	-100.0787
DQ164204	2003-08-01	USA	CO	CO/Park	Bird-other	WN02	Davis et al	Virology 342 (2), 252-265 (2005)	Phylogenetic analysis of North American West Nile virus isolates, 2001-2004: evidence for the emergence of a dominant genotype	https://www.ncbi.nlm.nih.gov/pubmed/16137736	38.9962	-105.5465
DQ164203	2003-08-01	USA	CO	CO/Park	Bird-crow	SW03	Davis et al	Virology 342 (2), 252-265 (2005)	Phylogenetic analysis of North American West Nile virus isolates, 2001-2004: evidence for the emergence of a dominant genotype	https://www.ncbi.nlm.nih.gov/pubmed/16137736	38.9962	-105.5465
DQ164202	2002-08-01	USA	OH	OH/Licking	Human	NY99	Davis et al	Virology 342 (2), 252-265 (2005)	Phylogenetic analysis of North American West Nile virus isolates, 2001-2004: evidence for the emergence of a dominant genotype	https://www.ncbi.nlm.nih.gov/pubmed/16137736	40.1937	-82.666
DQ164201	2004-08-01	USA	AZ	AZ/Yavapai	Human	SW03	Davis et al	Virology 342 (2), 252-265 (2005)	Phylogenetic analysis of North American West Nile virus isolates, 2001-2004: evidence for the emergence of a dominant genotype	https://www.ncbi.nlm.nih.gov/pubmed/16137736	34.1698	-111.9337
DQ164200	2002-08-01	USA	IN	IN/Hendricks	Human	WN02	Davis et al	Virology 342 (2), 252-265 (2005)	Phylogenetic analysis of North American West Nile virus isolates, 2001-2004: evidence for the emergence of a dominant genotype	https://www.ncbi.nlm.nih.gov/pubmed/16137736	39.7709	-86.4445
DQ164199	2003-08-01	USA	TX	TX/Concho	Human	WN02	Davis et al	Virology 342 (2), 252-265 (2005)	Phylogenetic analysis of North American West Nile virus isolates, 2001-2004: evidence for the emergence of a dominant genotype	https://www.ncbi.nlm.nih.gov/pubmed/16137736	31.1697	-100.0787
DQ164198	2002-08-01	USA	TX	TX/Concho	Human	WN02	Davis et al	Virology 342 (2), 252-265 (2005)	Phylogenetic analysis of North American West Nile virus isolates, 2001-2004: evidence for the emergence of a dominant genotype	https://www.ncbi.nlm.nih.gov/pubmed/16137736	31.1697	-100.0787
DQ164197	2002-08-01	USA	GA	GA/Wilkinson	Human	WN02	Davis et al	Virology 342 (2), 252-265 (2005)	Phylogenetic analysis of North American West Nile virus isolates, 2001-2004: evidence for the emergence of a dominant genotype	https://www.ncbi.nlm.nih.gov/pubmed/16137736	32.6808	-83.2519
DQ164196	2002-08-01	USA	GA	GA/Wilkinson	Human	WN02	Davis et al	Virology 342 (2), 252-265 (2005)	Phylogenetic analysis of North American West Nile virus isolates, 2001-2004: evidence for the emergence of a dominant genotype	https://www.ncbi.nlm.nih.gov/pubmed/16137736	32.6808	-83.2519
DQ164195	2002-08-01	USA	NY	NY/Nassau	Mosquito-Culex	WN02	Davis et al	Virology 342 (2), 252-265 (2005)	Phylogenetic analysis of North American West Nile virus isolates, 2001-2004: evidence for the emergence of a dominant genotype	https://www.ncbi.nlm.nih.gov/pubmed/16137736	40.6667	-73.5562
DQ164194	2001-08-01	USA	NY	NY/Suffolk	Bird-crow	NY99	Davis et al	Virology 342 (2), 252-265 (2005)	Phylogenetic analysis of North American West Nile virus isolates, 2001-2004: evidence for the emergence of a dominant genotype	https://www.ncbi.nlm.nih.gov/pubmed/16137736	40.953	-72.642
DQ164193	2002-08-01	USA	NY	NY/Clinton	Bird-crow	WN02	Davis et al	Virology 342 (2), 252-265 (2005)	Phylogenetic analysis of North American West Nile virus isolates, 2001-2004: evidence for the emergence of a dominant genotype	https://www.ncbi.nlm.nih.gov/pubmed/16137736	44.8543	-73.663
DQ164192	2003-08-01	USA	NY	NY/Rockland	Bird-crow	NY99	Davis et al	Virology 342 (2), 252-265 (2005)	Phylogenetic analysis of North American West Nile virus isolates, 2001-2004: evidence for the emergence of a dominant genotype	https://www.ncbi.nlm.nih.gov/pubmed/16137736	41.156	-73.9936
DQ164191	2003-08-01	USA	NY	NY/Chautauqua	Bird-crow	WN02	Davis et al	Virology 342 (2), 252-265 (2005)	Phylogenetic analysis of North American West Nile virus isolates, 2001-2004: evidence for the emergence of a dominant genotype	https://www.ncbi.nlm.nih.gov/pubmed/16137736	42.2326	-79.5161
DQ164190	2003-08-01	USA	NY	NY/Suffolk	Bird-crow	WN02	Davis et al	Virology 342 (2), 252-265 (2005)	Phylogenetic analysis of North American West Nile virus isolates, 2001-2004: evidence for the emergence of a dominant genotype	https://www.ncbi.nlm.nih.gov/pubmed/16137736	40.953	-72.642
DQ164189	2003-08-01	USA	NY	NY/Albany	Bird-crow	WN02	Davis et al	Virology 342 (2), 252-265 (2005)	Phylogenetic analysis of North American West Nile virus isolates, 2001-2004: evidence for the emergence of a dominant genotype	https://www.ncbi.nlm.nih.gov/pubmed/16137736	42.5451	-73.936
DQ164188	2003-08-01	USA	NY	NY/Westchester	Bird-crow	NY99	Davis et al	Virology 342 (2), 252-265 (2005)	Phylogenetic analysis of North American West Nile virus isolates, 2001-2004: evidence for the emergence of a dominant genotype	https://www.ncbi.nlm.nih.gov/pubmed/16137736	41.1279	-73.7929
DQ164187	2002-08-01	USA	NY	NY/Broome	Bird-crow	NY99	Davis et al	Virology 342 (2), 252-265 (2005)	Phylogenetic analysis of North American West Nile virus isolates, 2001-2004: evidence for the emergence of a dominant genotype	https://www.ncbi.nlm.nih.gov/pubmed/16137736	42.1934	-75.8849
DQ164186	2002-08-01	USA	NY	NY/Queens	Bird-crow	WN02	Davis et al	Virology 342 (2), 252-265 (2005)	Phylogenetic analysis of North American West Nile virus isolates, 2001-2004: evidence for the emergence of a dominant genotype	https://www.ncbi.nlm.nih.gov/pubmed/16137736	40.7391	-73.7931
FJ151394	1999-08-01	USA	NY	NY/New_York	Bird-crow	NY99	Schlick et al	J. Virol. 83 (11), 5581-5591 (2009)	Helices alpha2 and alpha3 of West Nile virus capsid protein are dispensable for assembly of infectious virions	https://www.ncbi.nlm.nih.gov/pubmed/19297470	40.7661	-73.9874
AY289214	2002-08-15	USA	TX	TX/Jefferson	Human	NY99	Granwehr et al	J. Clin. Microbiol. 42 (11), 5375-5377 (2004)	Characterization of a West Nile virus isolate from a human on the Gulf Coast of Texas	https://www.ncbi.nlm.nih.gov/pubmed/15528747	30.0727	-94.1066
KR349020	2011-02-09	USA	CA	CA/Shasta	Mosquito-Culex	WN02	Duggal et al	Virology 485, 79-85 (2015)	Genotype-specific variation in West Nile virus dispersal in California	https://www.ncbi.nlm.nih.gov/pubmed/26210076	40.4162	-122.239
KR349016	2004-08-13	USA	CA	CA/Yolo	Mosquito-Culex	WN02	Duggal et al	Virology 485, 79-85 (2015)	Genotype-specific variation in West Nile virus dispersal in California	https://www.ncbi.nlm.nih.gov/pubmed/26210076	38.6944	-122.0458
KR349014	2008-08-26	USA	CA	CA/Yolo	Mosquito-Culex	SW03	Duggal et al	Virology 485, 79-85 (2015)	Genotype-specific variation in West Nile virus dispersal in California	https://www.ncbi.nlm.nih.gov/pubmed/26210076	38.6597	-121.734
KR349010	2005-07-26	USA	CA	CA/Sacramento	Mosquito-Culex	WN02	Duggal et al	Virology 485, 79-85 (2015)	Genotype-specific variation in West Nile virus dispersal in California	https://www.ncbi.nlm.nih.gov/pubmed/26210076	38.3428	-121.5053
KR348991	2007-09-14	USA	CA	CA/Kern	Mosquito-Culex	SW03	Duggal et al	Virology 485, 79-85 (2015)	Genotype-specific variation in West Nile virus dispersal in California	https://www.ncbi.nlm.nih.gov/pubmed/26210076	35.3783	-119.036
KR348973	2011-06-07	USA	CA	CA/Los_Angeles	Mosquito-Culex	WN02	Duggal et al	Virology 485, 79-85 (2015)	Genotype-specific variation in West Nile virus dispersal in California	https://www.ncbi.nlm.nih.gov/pubmed/26210076	33.8686	-118.0339
KR348972	2011-06-07	USA	CA	CA/Los_Angeles	Mosquito-Culex	WN02	Duggal et al	Virology 485, 79-85 (2015)	Genotype-specific variation in West Nile virus dispersal in California	https://www.ncbi.nlm.nih.gov/pubmed/26210076	33.8417	-118.0611
KR348971	2011-06-30	USA	CA	CA/Los_Angeles	Mosquito-Culex	WN02	Duggal et al	Virology 485, 79-85 (2015)	Genotype-specific variation in West Nile virus dispersal in California	https://www.ncbi.nlm.nih.gov/pubmed/26210076	34.0313	-117.817
KR348970	2008-07-22	USA	CA	CA/Los_Angeles	Mosquito-Culex	WN02	Duggal et al	Virology 485, 79-85 (2015)	Genotype-specific variation in West Nile virus dispersal in California	https://www.ncbi.nlm.nih.gov/pubmed/26210076	33.98	-117.8633
KR348969	2011-06-24	USA	CA	CA/Los_Angeles	Mosquito-Culex	WN02	Duggal et al	Virology 485, 79-85 (2015)	Genotype-specific variation in West Nile virus dispersal in California	https://www.ncbi.nlm.nih.gov/pubmed/26210076	33.9533	-118.148
KR348968	2008-07-22	USA	CA	CA/Los_Angeles	Mosquito-Culex	WN02	Duggal et al	Virology 485, 79-85 (2015)	Genotype-specific variation in West Nile virus dispersal in California	https://www.ncbi.nlm.nih.gov/pubmed/26210076	34.005	-117.8125
KR348967	2011-11-17	USA	CA	CA/Los_Angeles	Mosquito-Culex	WN02	Duggal et al	Virology 485, 79-85 (2015)	Genotype-specific variation in West Nile virus dispersal in California	https://www.ncbi.nlm.nih.gov/pubmed/26210076	34.1167	-118.1114
KR348966	2011-10-28	USA	CA	CA/Los_Angeles	Mosquito-Culex	WN02	Duggal et al	Virology 485, 79-85 (2015)	Genotype-specific variation in West Nile virus dispersal in California	https://www.ncbi.nlm.nih.gov/pubmed/26210076	34.4534	-118.6183
KR348965	2011-10-26	USA	CA	CA/Los_Angeles	Mosquito-Culex	WN02	Duggal et al	Virology 485, 79-85 (2015)	Genotype-specific variation in West Nile virus dispersal in California	https://www.ncbi.nlm.nih.gov/pubmed/26210076	34.2392	-118.6272
KR348964	2011-10-25	USA	CA	CA/Los_Angeles	Mosquito-Culex	WN02	Duggal et al	Virology 485, 79-85 (2015)	Genotype-specific variation in West Nile virus dispersal in California	https://www.ncbi.nlm.nih.gov/pubmed/26210076	34.1633	-118.6339
KR348963	2011-02-09	USA	CA	CA/Los_Angeles	Mosquito-Culex	WN02	Duggal et al	Virology 485, 79-85 (2015)	Genotype-specific variation in West Nile virus dispersal in California	https://www.ncbi.nlm.nih.gov/pubmed/26210076	34.1856	-118.493
KR348962	2011-02-09	USA	CA	CA/Los_Angeles	Mosquito-Culex	WN02	Duggal et al	Virology 485, 79-85 (2015)	Genotype-specific variation in West Nile virus dispersal in California	https://www.ncbi.nlm.nih.gov/pubmed/26210076	34.19	-118.4944
KR348961	2011-02-09	USA	CA	CA/Los_Angeles	Mosquito-Culex	WN02	Duggal et al	Virology 485, 79-85 (2015)	Genotype-specific variation in West Nile virus dispersal in California	https://www.ncbi.nlm.nih.gov/pubmed/26210076	34.186	-118.4925
KR348960	2011-02-09	USA	CA	CA/Los_Angeles	Mosquito-Culex	WN02	Duggal et al	Virology 485, 79-85 (2015)	Genotype-specific variation in West Nile virus dispersal in California	https://www.ncbi.nlm.nih.gov/pubmed/26210076	34.1856	-118.4925
KR348958	2011-02-09	USA	CA	CA/Los_Angeles	Mosquito-Culex	WN02	Duggal et al	Virology 485, 79-85 (2015)	Genotype-specific variation in West Nile virus dispersal in California	https://www.ncbi.nlm.nih.gov/pubmed/26210076	34.1742	-118.4975
KR348957	2010-12-08	USA	CA	CA/Los_Angeles	Mosquito-Culex	WN02	Duggal et al	Virology 485, 79-85 (2015)	Genotype-specific variation in West Nile virus dispersal in California	https://www.ncbi.nlm.nih.gov/pubmed/26210076	34.1931	-118.5681
KR348956	2010-12-08	USA	CA	CA/Los_Angeles	Mosquito-Culex	WN02	Duggal et al	Virology 485, 79-85 (2015)	Genotype-specific variation in West Nile virus dispersal in California	https://www.ncbi.nlm.nih.gov/pubmed/26210076	34.1856	-118.4925
KR348955	2007-05-12	USA	CA	CA/Los_Angeles	Mosquito-Culex	SW03	Duggal et al	Virology 485, 79-85 (2015)	Genotype-specific variation in West Nile virus dispersal in California	https://www.ncbi.nlm.nih.gov/pubmed/26210076	34.1572	-118.4653
KR348954	2010-11-08	USA	CA	CA/Los_Angeles	Mosquito-Culex	WN02	Duggal et al	Virology 485, 79-85 (2015)	Genotype-specific variation in West Nile virus dispersal in California	https://www.ncbi.nlm.nih.gov/pubmed/26210076	34.4	-118.475
KR348953	2008-09-25	USA	CA	CA/Los_Angeles	Mosquito-Culex	WN02	Duggal et al	Virology 485, 79-85 (2015)	Genotype-specific variation in West Nile virus dispersal in California	https://www.ncbi.nlm.nih.gov/pubmed/26210076	34.1375	-118.276
KR348952	2007-10-18	USA	CA	CA/Los_Angeles	Mosquito-Culex	WN02	Duggal et al	Virology 485, 79-85 (2015)	Genotype-specific variation in West Nile virus dispersal in California	https://www.ncbi.nlm.nih.gov/pubmed/26210076	34.19	-118.4944
KR348951	2004-05-17	USA	CA	CA/Los_Angeles	Mosquito-Culex	WN02	Duggal et al	Virology 485, 79-85 (2015)	Genotype-specific variation in West Nile virus dispersal in California	https://www.ncbi.nlm.nih.gov/pubmed/26210076	33.8989	-118.0186
KR348950	2008-05-22	USA	CA	CA/Los_Angeles	Mosquito-Culex	WN02	Duggal et al	Virology 485, 79-85 (2015)	Genotype-specific variation in West Nile virus dispersal in California	https://www.ncbi.nlm.nih.gov/pubmed/26210076	33.9497	-118.0964
KR348949	2004-08-24	USA	CA	CA/Riverside	Mosquito-Culex	WN02	Duggal et al	Virology 485, 79-85 (2015)	Genotype-specific variation in West Nile virus dispersal in California	https://www.ncbi.nlm.nih.gov/pubmed/26210076	33.7025	-116.372
KR348948	2004-08-16	USA	CA	CA/Riverside	Mosquito-Culex	SW03	Duggal et al	Virology 485, 79-85 (2015)	Genotype-specific variation in West Nile virus dispersal in California	https://www.ncbi.nlm.nih.gov/pubmed/26210076	33.6775	-116.3008
KR348947	2007-09-18	USA	CA	CA/Los_Angeles	Mosquito-Culex	WN02	Duggal et al	Virology 485, 79-85 (2015)	Genotype-specific variation in West Nile virus dispersal in California	https://www.ncbi.nlm.nih.gov/pubmed/26210076	34.1856	-118.493
KR348946	2008-07-24	USA	CA	CA/Los_Angeles	Mosquito-Culex	SW03	Duggal et al	Virology 485, 79-85 (2015)	Genotype-specific variation in West Nile virus dispersal in California	https://www.ncbi.nlm.nih.gov/pubmed/26210076	34.1894	-118.469
KR348945	2004-04-28	USA	CA	CA/Riverside	Mosquito-Culex	WN02	Duggal et al	Virology 485, 79-85 (2015)	Genotype-specific variation in West Nile virus dispersal in California	https://www.ncbi.nlm.nih.gov/pubmed/26210076	33.5211	-115.9393
KR348944	2010-09-14	USA	CA	CA/Riverside	Mosquito-Culex	SW03	Duggal et al	Virology 485, 79-85 (2015)	Genotype-specific variation in West Nile virus dispersal in California	https://www.ncbi.nlm.nih.gov/pubmed/26210076	33.4594	-116.0873
KR348943	2004-04-14	USA	CA	CA/Riverside	Mosquito-Culex	WN02	Duggal et al	Virology 485, 79-85 (2015)	Genotype-specific variation in West Nile virus dispersal in California	https://www.ncbi.nlm.nih.gov/pubmed/26210076	33.5112	-115.9255
KR348942	2011-08-30	USA	CA	CA/Riverside	Mosquito-Culex	SW03	Duggal et al	Virology 485, 79-85 (2015)	Genotype-specific variation in West Nile virus dispersal in California	https://www.ncbi.nlm.nih.gov/pubmed/26210076	33.5291	-116.0352
KR348941	2011-08-30	USA	CA	CA/Riverside	Mosquito-Culex	SW03	Duggal et al	Virology 485, 79-85 (2015)	Genotype-specific variation in West Nile virus dispersal in California	https://www.ncbi.nlm.nih.gov/pubmed/26210076	33.5322	-116.0309
KR348940	2010-08-06	USA	CA	CA/Riverside	Mosquito-Culex	SW03	Duggal et al	Virology 485, 79-85 (2015)	Genotype-specific variation in West Nile virus dispersal in California	https://www.ncbi.nlm.nih.gov/pubmed/26210076	33.5401	-116.0618
KR348939	2005-06-19	USA	CA	CA/Riverside	Mosquito-Culex	WN02	Duggal et al	Virology 485, 79-85 (2015)	Genotype-specific variation in West Nile virus dispersal in California	https://www.ncbi.nlm.nih.gov/pubmed/26210076	33.5691	-116.0615
KR348937	2010-08-06	USA	CA	CA/Riverside	Mosquito-Culex	SW03	Duggal et al	Virology 485, 79-85 (2015)	Genotype-specific variation in West Nile virus dispersal in California	https://www.ncbi.nlm.nih.gov/pubmed/26210076	33.54	-116.0789
KR348935	2005-05-29	USA	CA	CA/Riverside	Mosquito-Culex	WN02	Duggal et al	Virology 485, 79-85 (2015)	Genotype-specific variation in West Nile virus dispersal in California	https://www.ncbi.nlm.nih.gov/pubmed/26210076	33.5112	-115.9255
KR348934	2007-09-18	USA	CA	CA/Riverside	Mosquito-Culex	SW03	Duggal et al	Virology 485, 79-85 (2015)	Genotype-specific variation in West Nile virus dispersal in California	https://www.ncbi.nlm.nih.gov/pubmed/26210076	33.5252	-116.0955
KR348933	2008-03-09	USA	CA	CA/Riverside	Mosquito-Culex	SW03	Duggal et al	Virology 485, 79-85 (2015)	Genotype-specific variation in West Nile virus dispersal in California	https://www.ncbi.nlm.nih.gov/pubmed/26210076	33.5692	-116.0792
KR348932	2007-09-18	USA	CA	CA/Riverside	Mosquito-Culex	SW03	Duggal et al	Virology 485, 79-85 (2015)	Genotype-specific variation in West Nile virus dispersal in California	https://www.ncbi.nlm.nih.gov/pubmed/26210076	33.5839	-116.1296
KR348931	2009-01-09	USA	CA	CA/Riverside	Mosquito-Culex	SW03	Duggal et al	Virology 485, 79-85 (2015)	Genotype-specific variation in West Nile virus dispersal in California	https://www.ncbi.nlm.nih.gov/pubmed/26210076	33.54	-116.0789
KR348930	2009-01-09	USA	CA	CA/Riverside	Mosquito-Culex	SW03	Duggal et al	Virology 485, 79-85 (2015)	Genotype-specific variation in West Nile virus dispersal in California	https://www.ncbi.nlm.nih.gov/pubmed/26210076	33.526	-116.0789
KR348929	2008-10-07	USA	CA	CA/Riverside	Mosquito-Culex	SW03	Duggal et al	Virology 485, 79-85 (2015)	Genotype-specific variation in West Nile virus dispersal in California	https://www.ncbi.nlm.nih.gov/pubmed/26210076	33.5254	-115.991
KR348928	2007-10-07	USA	CA	CA/Riverside	Mosquito-Culex	SW03	Duggal et al	Virology 485, 79-85 (2015)	Genotype-specific variation in West Nile virus dispersal in California	https://www.ncbi.nlm.nih.gov/pubmed/26210076	33.54	-116.0789
KR348927	2003-09-16	USA	CA	CA/Imperial	Mosquito-Culex	WN02	Duggal et al	Virology 485, 79-85 (2015)	Genotype-specific variation in West Nile virus dispersal in California	https://www.ncbi.nlm.nih.gov/pubmed/26210076	33.2819	-115.5786
KR348926	2008-12-06	USA	CA	CA/Riverside	Mosquito-Culex	SW03	Duggal et al	Virology 485, 79-85 (2015)	Genotype-specific variation in West Nile virus dispersal in California	https://www.ncbi.nlm.nih.gov/pubmed/26210076	33.5402	-116.009
KR348925	2003-08-19	USA	CA	CA/Imperial	Mosquito-Culex	WN02	Duggal et al	Virology 485, 79-85 (2015)	Genotype-specific variation in West Nile virus dispersal in California	https://www.ncbi.nlm.nih.gov/pubmed/26210076	33.1781	-115.6144
